disease_A,disease_B,weight
25.0,27.0,0.004253556
25.0,28.0,0.002757769
25.0,29.0,0.004638643
25.0,30.0,0.003576633
25.0,31.0,0.004253556
25.0,32.0,0.004253556
25.0,33.0,0.003900437
25.0,34.0,0.004253556
25.0,35.0,1.29e-07
25.0,36.0,0.005516564
25.0,37.0,0.004253556
25.0,38.0,0.004253556
26.0,0.0,0.249906941
26.0,1.0,0.249906941
26.0,2.0,0.249906941
26.0,3.0,0.210136071
26.0,4.0,0.176694446
26.0,5.0,0.249906941
26.0,6.0,0.249906941
26.0,7.0,0.04049136
26.0,8.0,0.176694446
26.0,9.0,0.249906941
26.0,10.0,0.210136071
26.0,11.0,0.297204943
26.0,12.0,0.210136071
26.0,13.0,0.114558844
26.0,14.0,0.124930212
26.0,15.0,0.229160343
26.0,16.0,0.229160343
26.0,17.0,0.249906941
26.0,18.0,0.249906941
26.0,19.0,0.249906941
26.0,20.0,0.136240533
26.0,21.0,0.249906941
26.0,22.0,0.297204943
26.0,23.0,0.017020559
26.0,24.0,0.249906941
26.0,25.0,0.002528826
26.0,26.0,1.0
26.0,27.0,0.249906941
26.0,28.0,0.192691143
26.0,29.0,0.114558844
26.0,30.0,0.297204943
26.0,31.0,0.249906941
26.0,32.0,0.210136071
26.0,33.0,0.229160343
26.0,34.0,0.353454682
26.0,35.0,4.75e-07
26.0,36.0,0.192691143
26.0,37.0,0.297204943
26.0,38.0,0.249906941
27.0,0.0,0.840857282
27.0,1.0,0.840857282
27.0,2.0,0.840857282
27.0,3.0,0.420350385
27.0,4.0,0.594520548
27.0,5.0,0.840857282
27.0,6.0,0.840857282
27.0,7.0,0.096327638
27.0,8.0,0.353454682
27.0,9.0,0.840857282
27.0,10.0,0.499906932
27.0,11.0,0.840857282
27.0,12.0,0.499906932
27.0,13.0,0.272531793
27.0,14.0,0.420350385
27.0,15.0,0.771051586
27.0,16.0,0.771051586
27.0,17.0,0.840857282
27.0,18.0,0.840857282
27.0,19.0,0.840857282
27.0,20.0,0.458406011
27.0,21.0,0.840857282
27.0,22.0,0.707040969
27.0,23.0,0.024072945
27.0,24.0,0.840857282
27.0,25.0,0.004253556
27.0,26.0,0.249906941
27.0,27.0,1.0
27.0,28.0,0.458406011
27.0,29.0,0.385454033
27.0,30.0,0.499906932
27.0,31.0,0.840857282
27.0,32.0,0.707040969
27.0,33.0,0.771051586
27.0,34.0,0.707040969
27.0,35.0,4.75e-07
27.0,36.0,0.385454033
27.0,37.0,0.707040969
27.0,38.0,0.840857282
28.0,0.0,0.458406011
28.0,1.0,0.458406011
28.0,2.0,0.458406011
28.0,3.0,0.272531793
28.0,4.0,0.385454033
28.0,5.0,0.458406011
28.0,6.0,0.458406011
28.0,7.0,0.062453479
28.0,8.0,0.272531793
28.0,9.0,0.458406011
28.0,10.0,0.385454033
28.0,11.0,0.458406011
28.0,12.0,0.324111831
28.0,13.0,0.176694446
28.0,14.0,0.272531793
28.0,15.0,0.420350385
28.0,16.0,0.420350385
28.0,17.0,0.458406011
28.0,18.0,0.458406011
28.0,19.0,0.545165061
28.0,20.0,0.249906941
28.0,21.0,0.458406011
28.0,22.0,0.385454033
28.0,23.0,0.018561483
28.0,24.0,0.458406011
28.0,25.0,0.002757769
28.0,26.0,0.192691143
28.0,27.0,0.458406011
28.0,28.0,1.0
28.0,29.0,0.210136071
28.0,30.0,0.324111831
28.0,31.0,0.458406011
28.0,32.0,0.385454033
28.0,33.0,0.420350385
28.0,34.0,0.385454033
28.0,35.0,3.66e-07
28.0,36.0,0.297204943
28.0,37.0,0.385454033
28.0,38.0,0.458406011
29.0,0.0,0.385454033
29.0,1.0,0.385454033
29.0,2.0,0.385454033
29.0,3.0,0.272531793
29.0,4.0,0.272531793
29.0,5.0,0.385454033
29.0,6.0,0.385454033
29.0,7.0,0.052514463
29.0,8.0,0.162025751
29.0,9.0,0.385454033
29.0,10.0,0.324111831
29.0,11.0,0.385454033
29.0,12.0,0.324111831
29.0,13.0,0.124930212
29.0,14.0,0.192691143
29.0,15.0,0.353454682
29.0,16.0,0.353454682
29.0,17.0,0.385454033
29.0,18.0,0.385454033
29.0,19.0,0.385454033
29.0,20.0,0.249906941
29.0,21.0,0.385454033
29.0,22.0,0.324111831
29.0,23.0,0.013123729
29.0,24.0,0.385454033
29.0,25.0,0.004638643
29.0,26.0,0.114558844
29.0,27.0,0.385454033
29.0,28.0,0.210136071
29.0,29.0,1.0
29.0,30.0,0.272531793
29.0,31.0,0.385454033
29.0,32.0,0.385454033
29.0,33.0,0.353454682
29.0,34.0,0.324111831
29.0,35.0,5.18e-07
29.0,36.0,0.176694446
29.0,37.0,0.324111831
29.0,38.0,0.385454033
30.0,0.0,0.499906932
30.0,1.0,0.499906932
30.0,2.0,0.499906932
30.0,3.0,0.353454682
30.0,4.0,0.353454682
30.0,5.0,0.499906932
30.0,6.0,0.499906932
30.0,7.0,0.080997796
30.0,8.0,0.297204943
30.0,9.0,0.499906932
30.0,10.0,0.353454682
30.0,11.0,0.499906932
30.0,12.0,0.353454682
30.0,13.0,0.192691143
30.0,14.0,0.249906941
30.0,15.0,0.458406011
30.0,16.0,0.458406011
30.0,17.0,0.499906932
30.0,18.0,0.499906932
30.0,19.0,0.499906932
30.0,20.0,0.272531793
30.0,21.0,0.499906932
30.0,22.0,0.594520548
30.0,23.0,0.017020559
30.0,24.0,0.499906932
30.0,25.0,0.003576633
30.0,26.0,0.297204943
30.0,27.0,0.499906932
30.0,28.0,0.324111831
30.0,29.0,0.272531793
30.0,30.0,1.0
30.0,31.0,0.499906932
30.0,32.0,0.420350385
30.0,33.0,0.458406011
30.0,34.0,0.420350385
30.0,35.0,5.65e-07
30.0,36.0,0.324111831
30.0,37.0,0.594520548
30.0,38.0,0.499906932
31.0,0.0,0.840857282
31.0,1.0,1.0
31.0,2.0,0.840857282
31.0,3.0,0.420350385
31.0,4.0,0.707040969
31.0,5.0,1.0
31.0,6.0,0.840857282
31.0,7.0,0.096327638
31.0,8.0,0.353454682
31.0,9.0,0.840857282
31.0,10.0,0.499906932
31.0,11.0,0.840857282
31.0,12.0,0.499906932
31.0,13.0,0.272531793
31.0,14.0,0.420350385
31.0,15.0,0.771051586
31.0,16.0,0.916982706
31.0,17.0,0.840857282
31.0,18.0,0.840857282
31.0,19.0,0.840857282
31.0,20.0,0.458406011
31.0,21.0,0.840857282
31.0,22.0,0.707040969
31.0,23.0,0.024072945
31.0,24.0,0.840857282
31.0,25.0,0.004253556
31.0,26.0,0.249906941
31.0,27.0,0.840857282
31.0,28.0,0.458406011
31.0,29.0,0.385454033
31.0,30.0,0.499906932
31.0,31.0,1.0
31.0,32.0,0.707040969
31.0,33.0,0.771051586
31.0,34.0,0.707040969
31.0,35.0,4.75e-07
31.0,36.0,0.385454033
31.0,37.0,0.707040969
31.0,38.0,0.840857282
32.0,0.0,0.707040969
32.0,1.0,0.707040969
32.0,2.0,0.707040969
32.0,3.0,0.420350385
32.0,4.0,0.499906932
32.0,5.0,0.707040969
32.0,6.0,0.707040969
32.0,7.0,0.096327638
32.0,8.0,0.297204943
32.0,9.0,0.707040969
32.0,10.0,0.499906932
32.0,11.0,0.707040969
32.0,12.0,0.499906932
32.0,13.0,0.229160343
32.0,14.0,0.353454682
32.0,15.0,0.771051586
32.0,16.0,0.648344341
32.0,17.0,0.707040969
32.0,18.0,0.707040969
32.0,19.0,0.707040969
32.0,20.0,0.545165061
32.0,21.0,0.707040969
32.0,22.0,0.594520548
32.0,23.0,0.024072945
32.0,24.0,0.707040969
32.0,25.0,0.004253556
32.0,26.0,0.210136071
32.0,27.0,0.707040969
32.0,28.0,0.385454033
32.0,29.0,0.385454033
32.0,30.0,0.420350385
32.0,31.0,0.707040969
32.0,32.0,1.0
32.0,33.0,0.648344341
32.0,34.0,0.594520548
32.0,35.0,5.65e-07
32.0,36.0,0.385454033
32.0,37.0,0.707040969
32.0,38.0,0.707040969
33.0,0.0,0.771051586
33.0,1.0,0.771051586
33.0,2.0,0.771051586
33.0,3.0,0.385454033
33.0,4.0,0.545165061
33.0,5.0,0.771051586
33.0,6.0,0.771051586
33.0,7.0,0.088330778
33.0,8.0,0.324111831
33.0,9.0,0.771051586
33.0,10.0,0.458406011
33.0,11.0,0.771051586
33.0,12.0,0.458406011
33.0,13.0,0.249906941
33.0,14.0,0.385454033
33.0,15.0,0.707040969
33.0,16.0,0.707040969
33.0,17.0,0.771051586
33.0,18.0,0.771051586
33.0,19.0,0.771051586
33.0,20.0,0.420350385
33.0,21.0,0.771051586
33.0,22.0,0.648344341
33.0,23.0,0.022074475
33.0,24.0,0.771051586
33.0,25.0,0.003900437
33.0,26.0,0.229160343
33.0,27.0,0.771051586
33.0,28.0,0.420350385
33.0,29.0,0.353454682
33.0,30.0,0.458406011
33.0,31.0,0.771051586
33.0,32.0,0.648344341
33.0,33.0,1.0
33.0,34.0,0.648344341
33.0,35.0,4.36e-07
33.0,36.0,0.353454682
33.0,37.0,0.648344341
33.0,38.0,0.771051586
34.0,0.0,0.707040969
34.0,1.0,0.707040969
34.0,2.0,0.707040969
34.0,3.0,0.353454682
34.0,4.0,0.499906932
34.0,5.0,0.707040969
34.0,6.0,0.707040969
34.0,7.0,0.080997796
34.0,8.0,0.297204943
34.0,9.0,0.707040969
34.0,10.0,0.420350385
34.0,11.0,0.707040969
34.0,12.0,0.420350385
34.0,13.0,0.272531793
34.0,14.0,0.353454682
34.0,15.0,0.648344341
34.0,16.0,0.648344341
34.0,17.0,0.707040969
34.0,18.0,0.707040969
34.0,19.0,0.707040969
34.0,20.0,0.385454033
34.0,21.0,0.707040969
34.0,22.0,0.594520548
34.0,23.0,0.024072945
34.0,24.0,0.707040969
34.0,25.0,0.004253556
34.0,26.0,0.353454682
34.0,27.0,0.707040969
34.0,28.0,0.385454033
34.0,29.0,0.324111831
34.0,30.0,0.420350385
34.0,31.0,0.707040969
34.0,32.0,0.594520548
34.0,33.0,0.648344341
34.0,34.0,1.0
34.0,35.0,4.75e-07
34.0,36.0,0.324111831
34.0,37.0,0.594520548
34.0,38.0,0.707040969
35.0,0.0,4.75e-07
35.0,1.0,4.75e-07
35.0,2.0,4.75e-07
35.0,3.0,4.75e-07
35.0,4.0,3.36e-07
35.0,5.0,4.75e-07
35.0,6.0,5.65e-07
35.0,7.0,1.54e-07
35.0,8.0,1.13e-06
35.0,9.0,4.75e-07
35.0,10.0,7.99e-07
35.0,11.0,5.65e-07
35.0,12.0,6.72e-07
35.0,13.0,3.08e-07
35.0,14.0,2.82e-07
35.0,15.0,5.18e-07
35.0,16.0,4.36e-07
35.0,17.0,4.75e-07
35.0,18.0,4.75e-07
35.0,19.0,4.75e-07
35.0,20.0,7.33e-07
35.0,21.0,5.65e-07
35.0,22.0,6.72e-07
35.0,23.0,9.15e-08
35.0,24.0,4.75e-07
35.0,25.0,1.29e-07
35.0,26.0,4.75e-07
35.0,27.0,4.75e-07
35.0,28.0,3.66e-07
35.0,29.0,5.18e-07
35.0,30.0,5.65e-07
35.0,31.0,4.75e-07
35.0,32.0,5.65e-07
35.0,33.0,4.36e-07
35.0,34.0,4.75e-07
35.0,35.0,1.0
35.0,36.0,5.18e-07
35.0,37.0,5.65e-07
35.0,38.0,4.75e-07
36.0,0.0,0.385454033
36.0,1.0,0.385454033
36.0,2.0,0.385454033
36.0,3.0,0.272531793
36.0,4.0,0.272531793
36.0,5.0,0.385454033
36.0,6.0,0.458406011
36.0,7.0,0.088330778
36.0,8.0,0.272531793
36.0,9.0,0.385454033
36.0,10.0,0.385454033
36.0,11.0,0.385454033
36.0,12.0,0.385454033
36.0,13.0,0.176694446
36.0,14.0,0.229160343
36.0,15.0,0.353454682
36.0,16.0,0.353454682
36.0,17.0,0.385454033
36.0,18.0,0.385454033
36.0,19.0,0.385454033
36.0,20.0,0.249906941
36.0,21.0,0.385454033
36.0,22.0,0.385454033
36.0,23.0,0.018561483
36.0,24.0,0.385454033
36.0,25.0,0.005516564
36.0,26.0,0.192691143
36.0,27.0,0.385454033
36.0,28.0,0.297204943
36.0,29.0,0.176694446
36.0,30.0,0.324111831
36.0,31.0,0.385454033
36.0,32.0,0.385454033
36.0,33.0,0.353454682
36.0,34.0,0.324111831
36.0,35.0,5.18e-07
36.0,36.0,1.0
36.0,37.0,0.458406011
36.0,38.0,0.385454033
37.0,0.0,0.707040969
37.0,1.0,0.707040969
37.0,2.0,0.707040969
37.0,3.0,0.420350385
37.0,4.0,0.499906932
37.0,5.0,0.707040969
37.0,6.0,0.707040969
37.0,7.0,0.096327638
37.0,8.0,0.353454682
37.0,9.0,0.707040969
37.0,10.0,0.420350385
37.0,11.0,0.707040969
37.0,12.0,0.499906932
37.0,13.0,0.229160343
37.0,14.0,0.353454682
37.0,15.0,0.648344341
37.0,16.0,0.648344341
37.0,17.0,0.707040969
37.0,18.0,0.707040969
37.0,19.0,0.707040969
37.0,20.0,0.458406011
37.0,21.0,0.707040969
37.0,22.0,0.840857282
37.0,23.0,0.02862905
37.0,24.0,0.707040969
37.0,25.0,0.004253556
37.0,26.0,0.297204943
37.0,27.0,0.707040969
37.0,28.0,0.385454033
37.0,29.0,0.324111831
37.0,30.0,0.594520548
37.0,31.0,0.707040969
37.0,32.0,0.707040969
37.0,33.0,0.648344341
37.0,34.0,0.594520548
37.0,35.0,5.65e-07
37.0,36.0,0.458406011
37.0,37.0,1.0
37.0,38.0,0.707040969
38.0,0.0,0.840857282
38.0,1.0,0.840857282
38.0,2.0,0.840857282
38.0,3.0,0.420350385
38.0,4.0,0.594520548
38.0,5.0,0.840857282
38.0,6.0,0.840857282
38.0,7.0,0.096327638
38.0,8.0,0.353454682
38.0,9.0,0.840857282
38.0,10.0,0.499906932
38.0,11.0,0.840857282
38.0,12.0,0.499906932
38.0,13.0,0.272531793
38.0,14.0,0.420350385
38.0,15.0,0.771051586
38.0,16.0,0.771051586
38.0,17.0,0.840857282
38.0,18.0,0.840857282
38.0,19.0,0.840857282
38.0,20.0,0.458406011
38.0,21.0,0.840857282
38.0,22.0,0.707040969
38.0,23.0,0.024072945
38.0,24.0,0.840857282
38.0,25.0,0.004253556
38.0,26.0,0.249906941
38.0,27.0,0.840857282
38.0,28.0,0.458406011
38.0,29.0,0.385454033
38.0,30.0,0.499906932
38.0,31.0,0.840857282
38.0,32.0,0.707040969
38.0,33.0,0.771051586
38.0,34.0,0.707040969
38.0,35.0,4.75e-07
38.0,36.0,0.385454033
38.0,37.0,0.707040969
38.0,38.0,1.0
